query,expected_state,expected_track,sample_duration,sample_start_position,degradation,predicted_track,best_score,second_best_score,margin,decision,correct_decision,processing_time,execution_status,error_message
bt.mp4,KNOWN,bt,8.0,13.931723356009071,MEDIUM,bt,273,2,271,MATCH,True,0.13,SUCCESS,
bt.mp4,KNOWN,bt,8.0,6.9658616780045355,VOICE_OVER,bt,2,1,1,NO_MATCH,False,0.15,SUCCESS,
bt.mp4,KNOWN,bt,8.0,13.931723356009071,VOICE_OVER,bt,40,1,39,MATCH,True,0.16,SUCCESS,
bt.mp4,KNOWN,bt,8.0,6.9658616780045355,SPEED_UP,Ab,1,1,0,NO_MATCH,False,0.71,SUCCESS,
bt.mp4,KNOWN,bt,8.0,13.931723356009071,SPEED_UP,yo,1,1,0,NO_MATCH,False,0.12,SUCCESS,
bt.mp4,KNOWN,bt,8.0,6.9658616780045355,SLOW_DOWN,Ab,1,1,0,NO_MATCH,False,0.12,SUCCESS,
bt.mp4,KNOWN,bt,8.0,13.931723356009071,SLOW_DOWN,lily,1,1,0,NO_MATCH,False,0.13,SUCCESS,
bt.mp4,KNOWN,bt,8.0,6.9658616780045355,REVERB,bt,11,2,9,MATCH,True,0.4,SUCCESS,
bt.mp4,KNOWN,bt,8.0,13.931723356009071,REVERB,bt,21,1,20,MATCH,True,0.38,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,CLEAN,bt,291,1,290,MATCH,True,0.15,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,CLEAN,bt,728,2,726,MATCH,True,0.15,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,LIGHT,bt,219,1,218,MATCH,True,0.18,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,LIGHT,bt,676,2,674,MATCH,True,0.14,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,MEDIUM,bt,49,1,48,MATCH,True,0.14,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,MEDIUM,bt,356,2,354,MATCH,True,0.14,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,VOICE_OVER,bt,4,1,3,NO_MATCH,False,0.14,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,VOICE_OVER,bt,47,2,45,MATCH,True,0.15,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,SPEED_UP,Ab,1,1,0,NO_MATCH,False,0.13,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,SPEED_UP,yo,1,1,0,NO_MATCH,False,2.2,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,SLOW_DOWN,Ab,1,1,0,NO_MATCH,False,0.12,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,SLOW_DOWN,Ab,2,1,1,NO_MATCH,False,0.13,SUCCESS,
bt.mp4,KNOWN,bt,10.0,6.9658616780045355,REVERB,bt,7,3,4,POSSIBLE_MATCH,True,0.48,SUCCESS,
bt.mp4,KNOWN,bt,10.0,13.931723356009071,REVERB,bt,16,1,15,MATCH,True,0.43,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,CLEAN,kara,349,1,348,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,CLEAN,kara,582,1,581,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,CLEAN,kara,265,1,264,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,LIGHT,kara,285,1,284,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,LIGHT,kara,549,1,548,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,LIGHT,kara,250,1,249,MATCH,True,0.16,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,MEDIUM,kara,132,1,131,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,MEDIUM,kara,249,1,248,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,MEDIUM,kara,96,1,95,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,VOICE_OVER,kara,18,1,17,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,VOICE_OVER,kara,50,1,49,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,VOICE_OVER,kara,30,1,29,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,SPEED_UP,songB,1,1,0,NO_MATCH,False,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.15,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,SPEED_UP,kara,1,1,0,NO_MATCH,False,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,SLOW_DOWN,songC,1,1,0,NO_MATCH,False,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,SLOW_DOWN,lily,3,3,0,NO_MATCH,False,0.14,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,SLOW_DOWN,Ab,1,1,0,NO_MATCH,False,0.13,SUCCESS,
kara.mp4,KNOWN,kara,5.0,7.337505668934241,REVERB,kara,17,1,16,MATCH,True,0.27,SUCCESS,
kara.mp4,KNOWN,kara,5.0,14.675011337868481,REVERB,kara,25,1,24,MATCH,True,0.3,SUCCESS,
kara.mp4,KNOWN,kara,5.0,22.01251700680272,REVERB,kara,14,2,12,MATCH,True,0.3,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,CLEAN,kara,646,1,645,MATCH,True,2.17,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,CLEAN,kara,876,2,874,MATCH,True,0.13,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,LIGHT,kara,561,1,560,MATCH,True,0.15,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,LIGHT,kara,777,2,775,MATCH,True,0.16,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,MEDIUM,kara,227,1,226,MATCH,True,0.15,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,MEDIUM,kara,334,1,333,MATCH,True,0.15,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,VOICE_OVER,kara,27,1,26,MATCH,True,0.16,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,VOICE_OVER,kara,104,1,103,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,SPEED_UP,songB,1,1,0,NO_MATCH,False,0.14,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,SPEED_UP,yo,1,1,0,NO_MATCH,False,0.15,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,SLOW_DOWN,yo,2,2,0,NO_MATCH,False,0.14,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,SLOW_DOWN,yo,3,3,0,NO_MATCH,False,0.13,SUCCESS,
kara.mp4,KNOWN,kara,8.0,7.337505668934241,REVERB,kara,25,1,24,MATCH,True,0.4,SUCCESS,
kara.mp4,KNOWN,kara,8.0,14.675011337868481,REVERB,kara,33,1,32,MATCH,True,0.38,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,CLEAN,kara,846,1,845,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,CLEAN,kara,1090,2,1088,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,LIGHT,kara,710,1,709,MATCH,True,0.14,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,LIGHT,kara,955,2,953,MATCH,True,0.21,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,MEDIUM,kara,242,1,241,MATCH,True,0.18,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,MEDIUM,kara,461,1,460,MATCH,True,0.16,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,VOICE_OVER,kara,39,1,38,MATCH,True,0.15,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,VOICE_OVER,kara,83,2,81,MATCH,True,0.15,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,SPEED_UP,songB,1,1,0,NO_MATCH,False,0.16,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.15,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,SLOW_DOWN,yo,2,2,0,NO_MATCH,False,0.13,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,SLOW_DOWN,lily,3,3,0,NO_MATCH,False,0.15,SUCCESS,
kara.mp4,KNOWN,kara,10.0,7.337505668934241,REVERB,kara,15,1,14,MATCH,True,2.52,SUCCESS,
kara.mp4,KNOWN,kara,10.0,14.675011337868481,REVERB,kara,45,1,44,MATCH,True,0.42,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,CLEAN,lily,160,1,159,MATCH,True,0.13,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,CLEAN,lily,38,1,37,MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,CLEAN,lily,71,1,70,MATCH,True,0.13,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,LIGHT,lily,140,1,139,MATCH,True,0.15,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,LIGHT,lily,32,1,31,MATCH,True,0.16,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,LIGHT,lily,79,1,78,MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,MEDIUM,lily,33,1,32,MATCH,True,0.18,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,MEDIUM,lily,7,2,5,POSSIBLE_MATCH,True,0.15,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,MEDIUM,lily,28,1,27,MATCH,True,0.16,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,VOICE_OVER,lily,2,1,1,NO_MATCH,False,0.14,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,VOICE_OVER,lily,2,2,0,NO_MATCH,False,0.14,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,VOICE_OVER,lily,4,1,3,NO_MATCH,False,0.13,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.12,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,SPEED_UP,lily,1,1,0,NO_MATCH,False,0.13,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,SPEED_UP,lily,1,1,0,NO_MATCH,False,0.14,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,SLOW_DOWN,bt,1,1,0,NO_MATCH,False,0.12,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,SLOW_DOWN,songA,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,SLOW_DOWN,lily,1,1,0,NO_MATCH,False,0.13,SUCCESS,
lily.mp4,KNOWN,lily,5.0,7.365340136054422,REVERB,lily,17,1,16,MATCH,True,0.29,SUCCESS,
lily.mp4,KNOWN,lily,5.0,14.730680272108843,REVERB,lily,9,1,8,POSSIBLE_MATCH,True,0.29,SUCCESS,
lily.mp4,KNOWN,lily,5.0,22.096020408163266,REVERB,lily,7,1,6,POSSIBLE_MATCH,True,0.27,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,CLEAN,lily,257,3,254,MATCH,True,0.13,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,CLEAN,lily,64,2,62,MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,LIGHT,lily,278,2,276,MATCH,True,0.16,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,LIGHT,lily,58,2,56,MATCH,True,2.19,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,MEDIUM,lily,44,1,43,MATCH,True,0.17,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,MEDIUM,lily,9,2,7,POSSIBLE_MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,VOICE_OVER,lily,4,1,3,NO_MATCH,False,0.16,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,VOICE_OVER,yo,2,2,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,SPEED_UP,songA,1,1,0,NO_MATCH,False,0.13,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,SLOW_DOWN,yo,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,SLOW_DOWN,songA,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,8.0,7.365340136054422,REVERB,lily,21,2,19,MATCH,True,0.39,SUCCESS,
lily.mp4,KNOWN,lily,8.0,14.730680272108843,REVERB,lily,15,1,14,MATCH,True,0.37,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,CLEAN,lily,303,3,300,MATCH,True,0.15,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,CLEAN,lily,92,2,90,MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,LIGHT,lily,269,2,267,MATCH,True,0.16,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,LIGHT,lily,82,2,80,MATCH,True,0.13,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,MEDIUM,lily,43,2,41,MATCH,True,0.14,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,MEDIUM,lily,14,2,12,MATCH,True,0.16,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,VOICE_OVER,lily,5,2,3,POSSIBLE_MATCH,True,0.17,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,VOICE_OVER,lily,3,2,1,NO_MATCH,False,0.18,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,SPEED_UP,kara,2,1,1,NO_MATCH,False,0.18,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,SPEED_UP,songC,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,SLOW_DOWN,yo,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,SLOW_DOWN,songA,1,1,0,NO_MATCH,False,0.15,SUCCESS,
lily.mp4,KNOWN,lily,10.0,7.365340136054422,REVERB,lily,17,1,16,MATCH,True,0.43,SUCCESS,
lily.mp4,KNOWN,lily,10.0,14.730680272108843,REVERB,lily,8,2,6,POSSIBLE_MATCH,True,0.47,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,CLEAN,yo,46,1,45,MATCH,True,2.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,CLEAN,yo,350,1,349,MATCH,True,0.14,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,CLEAN,yo,68,1,67,MATCH,True,0.16,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,LIGHT,yo,46,1,45,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,LIGHT,yo,343,1,342,MATCH,True,0.13,SUCCESS,
yo.mp4,KNOWN,yo,5.0,22.671768707482993,LIGHT,yo,65,1,64,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,7.557256235827665,MEDIUM,yo,41,1,40,MATCH,True,0.15,SUCCESS,
yo.mp4,KNOWN,yo,5.0,15.11451247165533,MEDIUM,yo,321,1,320,MATCH,True,0.16,SUCCESS,
